title;duration;certificate;genre;rating;directors;stars
Travesty of the Malevolence;141 min;NA;Adventure, Comedy, Horror;NA;Rhys Cropper, Daniel Isaac;Kyle Cropper, Rhys Cropper, Daniel Isaac, Harrison Lane
They Said to Get Better;99 min;NA;Drama;NA;Henry Parizek;Robert Siegrist, Christina Sullivan, Chris Walbert, Marc Saladino
Bir Denizcinin Dogum Günü;NA;NA;Drama;8.1;Gültekin Bayir;Ilkay Akdagli, Seda Aktuglu, Mustafa Ayhan, Müfit Aytekin
Cognitive Psychosis;NA;NA;Thriller;NA;Rod Smith;Wendy Tillery Boling, Cheyanne Bywater, Graci Clark, Rhaeley Dyson
Shakespeare School Year;80 min;NA;Family;NA;Dave Moody;Celeste Kellogg
Staring at Festive Herbie for 90 Minutes;90 min;NA;Drama;NA;Herbie;Herbie
Seven Days of Revenge;140 min;NA;Crime, Thriller;NA;Robert Cristian Trif;Robert Cristian Trif, Elias Shadid
Swapnam;NA;NA;Drama;NA;Kiran Valipa Venkat;NA
Truffel;NA;NA;Comedy;NA;Rinus Morsink, Stan Oude Alink;Stan Oude Alink, Anneke Kamp, Louis Vehof, Evert Eijsink
Seyal;NA;NA;Family;NA;NA;NA
The Revolution and the Artists;108 min;NA;Drama, History;NA;Gabriel Retes;Horacio Castelo, Alan Del Castillo, Meritxell Gález, Miguel Peraza Menéndez
Crescent City Chronicles: Chains in the Attic;150 min;NA;Mystery;NA;Kelly Weaver;Anthony Aikens, Nick Alford, Shannyn Elizabeth Allen, Tiffany Amanda
Sam and Elvis;87 min;NA;Drama, Family;NA;Jeffrey Ault;Heather Danner, Sally Daykin, Robert Deon, Barbara Eaker
I Will Never Leave Him;NA;NA;Drama;NA;Caitie L. Moss, Brian Thompson;J. Alan, Denoy DeBoer, Ericka Guitron, Henmusik
American Barbarian;46 min;NA;Comedy, Drama, Horror;NA;Paul L. Carr;Zarinah Ali, Christian J.J. Anderson, Jeremy Campbell, Isabelle M. Carr
Deepest Fear;NA;NA;Horror;NA;Sergio Ruvalcaba;Anabel Arriaga, Eduardo Frias, Bryan Lozano, MaFernanda Pabe
Sharks Gone Wild;45 min;NA;NA;NA;NA;Matt Baker, Julie Andersen, Evan Carroll, Sarah Carroll
Drifters;11 min;NA;Mystery;NA;Matthew Dunehoo, Laurie Catherine Winkel;Matthew Dunehoo, Laurie Catherine Winkel
Happy Birthday Duncan;114 min;NA;Comedy;NA;Omar Salas Zamora;Michelle Nordlander, Drew Knigga, Kelli Marie Anderson, Austin Bosley
En attendant Avril;77 min;NA;Comedy;NA;Olivier Godin;Michel Faubert, Johanna Nutter, Étienne Pilon, François-Simon Poirier
Orange Valley;143 min;NA;Thriller;NA;R.K. Dreamwest;Baiju Balan, Deepul, P.N. Ala Lakshman, Vandhitha Manoharan
Takasaki Graffiti;107 min;NA;NA;NA;Naoto Kawashima;Riku Hagiwara, Kento Kano, Yota Kawase, Yûgo Mikawa
The Eternal: Guardian of Light;NA;NA;Fantasy;NA;Guy Lozier;Laurence R. Albert, Lance Barrios, Tim Biswell, Boston Blake
Just One Life;106 min;NA;Drama, Musical;NA;Salvo Campisano;Francesca Barresi, Salvo Campisano
Theory;107 min;NA;Crime, Mystery, Thriller;NA;Pavan Shankar;Deepak Gowda, Santhosh Prabhu, Jayan Santhosh, Yadushreshtha
Steps: Party on the Dancefloor Live from the London SSE Arena Wembley;NA;NA;Music;NA;Tim Sidwell;Steps, Claire Richards, Faye Tozer, Lisa Scott-Lee
UnExpected Reasons;NA;NA;Drama, Thriller;7.9;Sean Pignatelli;Sean Pignatelli, James Linder, Tori Rodiguez, April Cary
Caught Off Guard;NA;NA;Drama;NA;Zebulun Dinkins, Angela Williams;Zyquan Cobbs, Zebulun Dinkins, Douglas Fairnot, Ke'Mya Jacques
Legkoe dykhanie;78 min;NA;Drama;NA;Alexey Kraevsky;Oleg Blinov, Aleksandra Cherkasova, Mikhail Durnenkov, Nikita Elenev
Kasting;73 min;NA;Comedy;NA;Igor Stam;Sergey Bukreev, Roman Fomin, Konstantin Gatsalov, Darya Gaynullina
Munna Mawali;NA;NA;Action;NA;Ravi Sinha;Poonam Dubey, Ayaz Khan, Pramod Premi, Anjana Singh
Mitti-back to roots;NA;NA;Drama;9.3;Anshul Sinha;Anumeha Singh
Sumergida;82 min;NA;Drama, Thriller;NA;Andrés Finat;Katty Kowaleczko, Luna Martínez, Maria Olga Matte, Julio Milostich
Voyage Trekkers: The Movie;24 min;NA;Comedy;9.5;Nathan Blackwell;Adam Rini, Gabrielle Van Buren, Logan Blackwell, Jenna Leigh Scarborough
Journal d'un disparu;NA;NA;Drama;NA;Emmanuel Ostrovski, Joseph Rottner;Joseph Rottner, Gianni Buscarino, Valentino Benvenuti, Dario Marconcini
Lomax in Éirinn;52 min;NA;NA;NA;Declan McGrath;Pol Brennan
Henningsson;19 min;NA;Drama;8.3;Lina Engborg;Linus Henningsson, Emilia Bostedt, Boel Engborg, Agnetha Hjelm
Os dias sem Tereza;98 min;NA;Drama, Thriller;NA;Thiago Taves Sobreiro;Malu Ramos, Dellani Lima, Giulia Puntel, Marcio Shimabukuro
Humains;NA;NA;Drama;NA;Geoffroy Koeberle;Guillaume Blanchard, Juliette Katz
P.A.I.N.;56 min;NA;Fantasy;NA;Britmic;Jackson Batchelor, Simon Berry, Thomas Davenport, Veronique Devine
Chirp;69 min;NA;Drama;NA;Robert Alesandro;Robert Alesandro, Kylie Shea
Akin ang Korona (The Crown is Mine);NA;NA;Comedy;NA;Zig Madamba Dulay;Angel Aquino, Nar Cabico
Star Force 7: The Chill of Distant Eyes;NA;NA;Fantasy;NA;Donnie Maynard Christianson;Brad McCarty, Virginia Madeline, Fluffy Starr, Candace McCarty
Strange Bird;70 min;NA;Drama;NA;Shawn Welling;Preslee Bishop, Nick W. Nicholson, Jen Barbeito, Lauren Remo
Democracy;100 min;NA;NA;NA;Daymon Britton;Victoria Elliott, Charlotte Ryder, Micky Cochrane, Gary Goodyear
Hui Cai Hong;101 min;NA;Drama;8.2;John Clang;Doreen Toh, Joavien Ng, Beon Kan, Boon Hock Lim
2nd half;NA;NA;Thriller;NA;Yogi Devagange;Sharath Lohitashwa, Surabhi Santhosh, Priyanka Upendra
SASQUATCH I:It Begins - The Curse of the Waresquatch;80 min;NA;Horror;NA;Ryan McGivern;Ryan McGivern, Destiny Soria, Matt Rasmussen, Anne Mahoney
Hollywood Mouth 3;109 min;NA;Drama;NA;Jordan Mohr;Heidi Appe, Cliff Yates, Barbara Mohr, T.J. Tyler
Ke Hoach Doi Chong;NA;NA;Drama, Romance;NA;NA;Hoang Yen Chibi, Quang Dang, Truong Thanh Long
Wicked Tales;45 min;NA;Horror;NA;Ike Ojukwu;Cj Bernard, Miracle Davis, Kj Tha FlyGi, Eric Jackson
Nari Vettai;NA;NA;NA;NA;Akash Sudhakar;Mahalakshmi, Akash Sudhakar
Witness;67 min;NA;Western;NA;Aykan Yucel Irwins;Erdinc Mustafa, Aykan Yucel Irwins, Vural Meydan, Ahmet Cilengiroglu
In Search of Fortune: Chercher de l'Argent;NA;NA;Drama;NA;Jaime Coates;Kristina Gent, Sedrick Halbert, Chris Maher
Outcast;NA;NA;Horror;NA;Collin Joseph Neal;Tabitha Bastien
A Dead Dame in Hollywood;NA;NA;Comedy, Crime, Mystery;NA;Shawn Schminke;Alan Maxson, Allie Rivera, Noel Jason Scott, Breeanna Judy
Made in China;NA;NA;Drama;NA;Sarwar Habib, Ali Ashrar;Antonio Alvaira Jr., Jeanette Marco, Sherry Qiu, Tomislav Smith
Baron Von Laugho's Halloween Spook-A-Thon! Special Restored Edition;62 min;NA;Horror;NA;Dylan R. Nix;Zoe Di, Jeff Everhart, Dan Mahoney, Dylan R. Nix
1 Dead man, 6 Suspects, $65 Million;50 min;NA;Mystery;NA;Migdalia Etheridge, Ray Etheridge;Patrick Campion, Bill Carter, J. Mark Emerson, Johny Fontaine
M.I.C.K (Malice In Chaos Kitchen);NA;NA;Crime;NA;Ryan Roberts;Cory Pontinen, Ryan Roberts
Landlords Gone Bad, the Movie;NA;NA;Comedy;NA;Cynthia Baloula, Gerard Daly;Abdul Alshareef, Raquel Arraes, Gerard Daly, Maria Fiorentini
Delhi Mere Baap Ki;NA;NA;NA;NA;Shashi Pal;NA
OB Movie: Go To The Dark;51 min;NA;Action, Adventure, Comedy;NA;Johnny John;Thanh An, Minh Anh, Ngoc Duong, Johnny John
Lewis Spears: Death Threats Don't Scare Me;54 min;NA;Comedy;7.7;Antonio Cafasso;Lewis Spears
Nje Tregim Prishtine;NA;NA;Drama;NA;Burbuqe Berisha;NA
If These Legs Could Talk;79 min;NA;Comedy;NA;Kev Abrams, Jeremy Hoffman;Jeremy Hoffman, Kev Abrams, Chuck Neighbors, Nancy Hill
Loudspeaker;108 min;NA;Drama;NA;Shiva Tejass;Abhishek Jain, Rangayana Raghu, Anusha Rodrigues
Us, Forever Ago;70 min;NA;Drama;NA;Irina Varina;Irina Varina, Andrea Clinton, Emily McLoughlin, Chana Porter
Make/Believe;46 min;NA;Biography;NA;Konstantinos Menelaou;Matthew Zorpas
Happy Journey;NA;NA;Adventure;NA;Joe Lemieux;Julian Brand, Joe Lemieux, Swagata Naik, Yulia Kirillova
Indigos;NA;NA;Mystery;NA;Ian Pozzebon;Magalie R Bazinet, Clayton Drake, Rick Grandmaison
The Unparalleled;90 min;NA;Drama;NA;Ashraf Shishir;Sajib Ahmed, Abdur Rahman Rajib, Ehtesham Ahmed Tinku
Calm Me Down, I've Been So Uptight;NA;NA;Comedy;NA;Eric Chandler, Maranda Fritchey;Bridgette Bassa, Dan Chandler, Eric Chandler, Hannah Curtin
The Call;10 min;NA;Animation, Fantasy;NA;Anca Damian;NA
American Male;46 min;NA;Crime;8.5;Denton True;Denton True, Mitchell Hammond, Sasha McCoy, Sarah Green
Jhangadgutta;NA;NA;Comedy;NA;Sandeep Naware;Jayant Sawarkar, Sanjay Khapre, Jaywant Wadkar, Kishori Shahane
Flames of War;NA;NA;Romance, War;NA;Tony London;Tony London
OLUR;60 min;NA;Drama, Music;NA;Stephan J. Phillips;Stephan J. Phillips, Carmen Mi'chelle, Byron Tucker, Josh Chisolm
The March for the Lost;105 min;NA;Drama;NA;Ki-bok Park;Su-Hyeon Jeon, Bu-seon Kim, Chae-hee Kim, Kkobbi Kim
Kopanje;68 min;NA;Drama;8.8;Ivica Dimitrijevic, Martin Ivanov;Gorast Cvetkovski, Ivica Dimitrijevic, Aleksandar Gjorgieski
The Unit;NA;NA;Comedy;NA;Diana Lenska;Michael Leo Centi, Frank Coiro, Diana Lenska, Belinda Lanskey
Octoberfest;71 min;NA;Crime, Drama, Horror;NA;Manny Velazquez;Richàrd A. LaBon, Heather Bush, Theresa Flanagan, Charles Perdue
Barrefondo;76 min;NA;NA;5.9;Jorge Leandro Colás;Sergio Boris, Claudio Da Passano, Osqui Guzmán, María Soldi
24 Stunden Müllerstraße: Wilder Wedding;NA;NA;NA;NA;Thomas Balzer;NA
Nerzhaveyushchiy;NA;NA;Action, Comedy;NA;Daniil Lazarenkov;Georgiy Budz, Vladislav Chechilo, Anna Cherekhnovich, Sergey Druzhko
Aam Aadmi;103 min;NA;Drama;NA;Jagtar Uttam;Raj Brar, Sukhwinder Raj, Kiara Rana, Goni Saggu
Henkan Koshonin Itsuka, Okinawa o Torimodosu;100 min;NA;Drama;NA;Tsuyoshi Yanagawa;Arata Iura, Naho Toda, Toshinori Omi, Ren Osugi
Great great great great great great great great great great great great movie;247 min;NA;Drama;8.7;Marco Romano;NA
Hello Mama;NA;NA;Comedy;NA;Mohan Shankar;Bhumika, Mohan Shankar
Soul's Redemption: a Pocket Guide;90 min;NA;Drama;8.0;Nicolae Margineanu;NA
A Whale for Jonah;71 min;NA;Drama;NA;Norm Lee;Kate Chavez, Gary Cholewka, Bonifacio Gurule, Kim Jaramillo
Die-O-Rama;NA;NA;Crime;NA;Liam Kiernan;Marc Reichel, L. Paschal Tenet, Vinay Nawani, Rod Roy
Bhu Mafia;NA;NA;Drama;NA;Sanjay Srivastav;Mohini Gupta, Surendra Paul, Priya Varma
Odh: Maitritil Avyakt Bhavana;NA;NA;Family;NA;Nagesh Darak;Ulka Gupta, Mohan Joshi, Bhalchandra Kadam, Bharat Ganesh Pure
El Conjunto;NA;NA;Musical;NA;Pedro de la Prada;Zane, Marc Burdalo, Sara Gracia, Pedro de la Prada
Astitwa;NA;NA;Drama;NA;Shyamal Bose;Bhaskar Banerjee, Soumitra Chatterjee, Debolina Dutta
An Evil Tale;NA;NA;Horror;NA;Sam Siragusa;Dina Najjar, Kelly Colbourne, Duncan Jay, Kurt Mullins
Cervantes;48 min;NA;History;NA;Robert Jankovic;Bernard Prenrekaj, Margareta Shkreli, Shtjefen Ujkaj, Suad Mehmeti
La Muerte de un Fotógrafo de Modas;NA;NA;Drama;NA;Gabriel Reyes;Beatriz Canfield, Marco Casado, Ixchel de la Rosa, Amat Escalante
Tour Without End;92 min;NA;Comedy;NA;Laura Parnes;Matthew Asti, Becca Blackwell, Lizzi Bougatsos, Christen Clifford
Mattie: The Discovery;90 min;NA;Drama;NA;Cameron Arnett;Brianna Hope Beaton, Cameron Arnett, B.J. Arnett, Cynthia D. Perry
Reverie;NA;NA;NA;NA;David Salazar, Francisco Salazar;Derek Roché, Dominick Coniglio, Helena Eilenberg
O Pequeno Mal;70 min;NA;Drama;NA;Lucas Camargo de Barros, Nicolas Thomé Zetune;NA
Na krátko;103 min;NA;Drama, Family;6.5;Jakub Smíd;Jindrich Skokan, Julia Issa, Petra Spalková, Marta Vancurová
Sisitay;NA;NA;Musical;NA;Yernar Nurgaliyev;Bayan Esentaeva, Aigerim Mergenbaj
Misunderstood Sadie;66 min;NA;Comedy;NA;William Cardoza;Matthew Abaya, Rachael Adiah, Shlomo Cohn, Anne Heit
Babygirl;20 min;NA;Drama;NA;Lara Gissing;Robert Jackson, Kim Jerram, Brian Jewell, Eliza Johnson
Nee Preme Naa Praanam;NA;NA;NA;NA;Rajashekar;Sri Hari, Nikita Reddy
#PartyTime;NA;NA;Thriller;NA;Thorsten Nesch;Raeanne Boon, Brent Clark, Siobhan Cooney, Griffin Cork
Children of a Dark Sun;NA;NA;Crime;NA;Raul Urreola;NA
Gentrification;NA;NA;Drama;NA;Mike Allen;Karon Riley, Dawn Halfkenny, Dajour Ashwood, Brianna Butler
Deja Vu: Doppelganger Capitolo Finale;79 min;NA;Drama, Horror, Mystery;NA;Gian Guido Zurli;Clelia Cicero, Paolo Paolini, Julia Rossi, Enzo Vanarelli
Zenigata;111 min;NA;Action;NA;Shin'ya Ayabe;Yumi Adachi, Katsuya Kobayashi, Takeshi Masu, Ryôhei Ohtani
Dead De La Créme;60 min;NA;Drama, Horror, Romance;NA;Jaiden Frost;Kelly Lynn Reiter, Arianna Tysinger, Brian D. Mitch, Jason Damico
Hot Lead Hard Fury;118 min;NA;Action, Comedy;NA;Mike Olafson;Will Beckingham, Marc Bilker, Sam Del Rio, Jesse Frazier
Quand j'avais 6 ans, j'ai tué un dragon;NA;NA;NA;NA;NA;NA
Megha Alias Maggi;NA;NA;Thriller;NA;Vishal Puttanna;Sukrutha Wagle, Tej Gowda, Neetu Bala
Empty Frame;98 min;NA;Drama;NA;Sanaa Akroud;Sanaa Akroud
Nalinakanthi;75 min;NA;Drama;NA;Suhir Ponncchamy;V.I.S. Jayapalan, Kasturi, Puvisha Manoharan, Varsha Osho
Old Man of the Rooks;NA;NA;Horror;NA;A'Shaela Abdon, Jezibell Anat, Stephen Gilliam, Steven Goransky, Julianna Johnston, Justin Little, Chris Martino, Rachel Miller, Eli Montgomery, Matt Pitchford, Eric E. Poe, Jakin Shaw, Kathy Simmons, Nikki Wilder, Brandon Woodward;David Barney, Eric E. Poe, Susan Willis, Christopher Welch
The Ish That Don't Work in Marriage;58 min;NA;Comedy;NA;Mark Mayr;Kurin Keys
Wish You Were Dead;4 min;NA;Horror;NA;Nicolas Naranjo;Nicolas Naranjo
Lenses on Her Heart;121 min;NA;Drama, Romance;NA;Kazutoshi Inudo;NA
Izolyatsiya;51 min;NA;Adventure, Drama, Thriller;NA;Maksim Serebrennikov;Andrei Dyachuk, Lev Kalimullin, Olga Kel, Artyom Khafizov
Projekt 17: Fünf Träume, Küche, Bad;125 min;NA;Drama;NA;Daniel Klotzek;Charlotte Schönnagel, Simon Dreesch-Rosendahl, Jonas Dreesch-Rosendahl, Malin Steindorf
The Racket;92 min;NA;Comedy;NA;Dan Steadman;Jonothon Mitchell, Jessica Ambuehl, Jon Wesley Hopkins, Raymond Roberson
One Bloody Day;NA;NA;Action, Drama, Horror;NA;Branden Anthony Bayless;Branden Anthony Bayless, Dustin Andrew Jones, Bradley Townsley, Joe Frizzell
Dhwaja;NA;NA;Drama;NA;Ashok Cashyap;Ravi Gowda, Priyamani, T.N. Seetharam
Boat Squad: The Legend of Martha King;125 min;NA;Comedy, Horror;NA;Matt Greenhalgh;Cheryl Ashcroft, Hayley Blakey, Ian Campbell, Paula Chalder-Robinson
A Frog in Winter;NA;NA;Drama;NA;Slony Sow;Eriko Takeda
Teen Bitch;NA;NA;Comedy, Romance;NA;Tim Niverth;Sarah Faye, Albert Knapp, Tim Niverth
Absolute Debauchery;80 min;NA;Crime;NA;Chris O'Neill;James 'B-Tip' Brown, David Claxton, Nick Howell, Diane Yang Kirk
Common Deer: Glass;4 min;NA;Music;NA;Mariah Owen;Annie Stone, Cheryl De Luca
West of nowhere;63 min;NA;Crime, Romance, Western;NA;Tian Xie;Kevin Ross, Mark Hatfield, Anthony Lien, Jizhong Zhang
Power of 1;NA;NA;Drama;NA;Izu Ojukwu;Jibola Dabo, Alexx Ekubo, Annie Idibia, Jide Kosoko
Arumi;84 min;NA;Horror;NA;Nayato Fio Nuala;Nadira Maharani, Melvionita, Ardina Rasti, Panji Saputra
Siblings of the cave;90 min;NA;Drama;NA;Shinzo Katayama;Yûya Matsuura, Misa Wada
A Palavra;97 min;NA;Drama;NA;Guilherme de Almeida Prado;Arthur Canavarro
Seuls les pirates;90 min;NA;NA;NA;Gaël Lépingle;Ludovic Douare, Delphine Chuillot, Renan Prévot, Georges Gay
Aramburu Star;3 min;NA;Music;2.5;NA;NA
Real;NA;NA;Thriller;NA;Jackson Oehmler;Kelly Autry, Leigh Katz, Xander Steel, Mikael Deckelbaum
Rage Speed of the Gayloo;NA;NA;Animation, Action, Thriller;NA;Anthony Gage;Gaylo Anderson, Greg Anderson
Science of Ghosts;77 min;NA;Drama;NA;Niall McCann;NA
Sunshine of Your Love: A Concert for Jack Bruce;120 min;NA;Music;NA;Kyla Simone Bruce;Ian Anderson, Ginger Baker, Edith Bowman, Jack Bruce
The Man in the Bushes;6 min;NA;Sci-Fi;NA;Vasilios Papaioannu, Emma Piper-Burket;Adam Foldes, Emma Piper-Burket
Noise of Silence;84 min;NA;Drama;NA;Theresa Henning;Javeh Asefdjah, Dona Assisi, Reto Maria Assisi, Elmira Bahrami
Way Back in the Woods;60 min;NA;Thriller;NA;Augustine Garcia;Kathey Castillo, Augustine Garcia, Diesel Garcia, Amanda Levitz
Crónica de una Despedida;65 min;NA;Drama;NA;Pepe Maldonado;Shlomit Baytelman, Denisse Nazal, Antonella Orsini
Pabellon 4;NA;NA;NA;NA;Diego Gachassin;Carlos 'Kongo' Miranda Mena, Alberto Sarlo
Molitva angela;72 min;NA;Drama;NA;Maria Solovyova;Alena Dmitrieva, Olga Guseva
One of Too Many: Part 3;NA;NA;Drama;NA;Amber Robinson;Jacqueline King-Howell, Tavi Juarez, Jason Kirsch, Isa Goldberg
Make that move;210 min;NA;Music;NA;Ray Ramon;Mick Minter, Ray Ramon, Ruby Shay, Kirsten Tullia
Just Us;NA;NA;Drama;NA;Nikia Naj Johnson;Ayonna Akinyeke, AlaynaZeta, Edwina Bagby, Pierce Baxter
Brisa fresca;80 min;NA;Family;NA;Kun Yang;NA
From Lagos with Love;85 min;NA;Drama, Romance;NA;Tola Odunsi;Damilola Adegbite, Nonso Bassey, Shaffy Bello, Daniel Etim Effiong
Creeps 2;70 min;NA;Horror;NA;Jack Mulvanerty;Patrick Bryer, Johnny Dickie, Tara Kasp, Matthew Charles Kinney
Shino Cannot Say Her Own Name;NA;NA;Family;NA;Hiroaki Yuasa;Jun Aonami, Riku Hagiwara, Akana Ikeda, Akari Kakimoto
Yoake made hanasanai;95 min;NA;Drama;NA;Toshiyuki Morioka;Yurika Akane, Kazuyuki Arai, Taketo Arai, Mayumi Asaka
Simbi_Xombies;98 min;NA;Fantasy, Music, Thriller;NA;David Kim;Claudia Pak, David Kim, Tareq Almulaifi, Dr. Israel
Chris Vos op weg naar Pychang;NA;NA;Biography;NA;Jesse Bleekemolen;Paul Vos, Natasja Vos, Chris Vos, Lisa Bunsschoten
Shi kong ji yi;NA;NA;Thriller;NA;NA;NA
Oblako na kryshe;90 min;NA;Drama, Fantasy;NA;Ali Sher Suleymen;Kazyna Abdrakhman, Asan, Dias Azimzhan, Vahid Izimov
Battle Line;42 min;NA;Drama;NA;Calvin J Walker;Nzuri Za Austin, Anthony Burokas, Nicole Carouthers, Kaydee Carr
Empire: Part II;NA;NA;History;NA;Evan Kelly;NA
Legol;110 min;NA;Sci-Fi;NA;Roman Elpidio;Danny Darren
Raghuveera based on a true story;163 min;NA;Drama;NA;Suryasatish, Ramesha K. Barti;Dhenu, Harsha
A Good Artist Is Dead Artist;122 min;NA;Drama;NA;Aleksey Zalevskiy;Sergey Bulin, Elena Filonova, Sergey Velichanskiy
Seeking Oblivion;NA;NA;Drama;NA;Brent Baird, Becker Brothers;Brent Baird, Keegan Chambers, Rod McTaggart, Charlene McNabb
Zayed 9;NA;NA;Action, Mystery, Sci-Fi;NA;Ahmed Alzaabi;Talal Alshammari, Nada Lamini, Saeed Alhashimi, Abdullah Husain
Melnaattu Marumagan;NA;NA;Action;NA;M.S.S.;Rajkamal, Andreanne Nouyrigat, Lollu Sabha Manohar, Muthukalai
Saavi;NA;NA;NA;NA;R. Subramanian;Prakash Chandra, Sunulakshmi
Life is Fare;57 min;NA;Fantasy, History, Musical;NA;Sephora Woldu;NA
Paikutty;125 min;NA;Drama;NA;Nandhu Varavoor;Pradeep Nalanda
101;83 min;NA;War;NA;Josef Luszpinski, Pawel Siedlik;Nikolai Kolyada, Josef Luszpinski, Jerzy Radlowsky
Metalloid: Freshman;NA;NA;Action, Comedy, Sci-Fi;NA;Chase Diedrich;Ryan Durante, Tammy O'Neal, Jordan Peralta, Stefan Castro
Misoji onna wa romanchikku na yume o miru ka?;91 min;NA;Comedy, Crime;NA;Kentarô Yamagishi;Orie Akiyoshi, Haruka, Hidekatsu Kamata, Kohji Katoh
Duncan;20 min;NA;Comedy;NA;Sammy Simmans;Anisha Joshi, Alejandro Bueno, Sebastian Simpson-Bandidin, Ryan Berry
The Ghost of Room 13;97 min;NA;Horror;NA;Brother Andy;Brother Andy, Steven Ciceron, Deborah Dutch, Greg Griffin
Kujira No Shima No Wasuremono;NA;NA;Family, Romance;NA;Yuji Makino;Win Morisaki, Ito Ohno
Rapiscimi;NA;NA;Adventure;NA;Giovanni Luca Gargano;Rocco Barbaro, Carmelo Caccamo, Ricardo Carriço, Virgílio Castelo
Days of Borapura;NA;NA;Comedy;NA;Aditya Kunigal;Suchendra Prasad, Shafi, Anita Bhat, Pramod Shetty
Wxw: Back To The Roots XVII;NA;NA;Sport;NA;NA;Thomas Blade, Robbie Brooks, Claudio Castagnoli, Mad Cow
30 Cartas Mi Ranchito quedo abandonado;NA;NA;Drama;NA;John Gabito Angel;Nestor Bojorquez, Leo Bucio, Luis Leonardo Bucio, Yolanda Bucio
The Gnome;NA;NA;Horror;NA;Kevin Thompson;Kevin Thompson, Nicholas D'Amato
Singing Loud!;120 min;NA;Comedy, Musical, Romance;8.0;Avery Xie;Lola Bell, Becca Bernstein, Bryan Simpson, Luke Carter
Bound (The movie);125 min;NA;Drama;NA;Frank Rajah Arase;Rita Dominic
Odkupienie: Ostatnia Nadzieja;46 min;NA;Drama, Family;NA;Mikolaj Podracki, Tomasz Jablonski;Mikolaj Podracki, Michal Felus-Chmielinski, Emilia Ziolkowska, Lukasz Mrugacz
One Bloody Day 2;NA;NA;Horror;NA;Branden Anthony Bayless;Branden Anthony Bayless, Dustin Andrew Jones, Bradley Townsley, Julissa Encarnacion
Travelling Alone;59 min;NA;NA;NA;François Zabaleta;François Zabaleta
Lalluram;NA;NA;Drama;NA;Amol Dwivedi;Newton Lukka, Ruchi Tewari
All I'm Worth;NA;NA;Drama;NA;Chop Mosley;Matthew Brent, Jazaida Hall, Francisco Joseph, Sarai Quinice
Le Sacre De L'Été;NA;NA;Comedy, Drama;NA;Briac Ragot;Adrien Stoclet, Jean-François Decaux, Charles Gebenholtz, Elise Anderson Scotto
Les amoureux;46 min;NA;Drama;NA;Pablo Dury;Marie Colomb, Jules Gruault
A Dirty Weekend;NA;NA;Comedy;NA;Mark Kenny;John Micheal Foulger, Ged Purvis, Graham Saxon, Rachel Meredith
Composer;NA;NA;Drama;NA;NA;Jun Hu, Berik Aytzhanov
Alice the Wild;NA;NA;Adventure;NA;Francesco Di Mauro;Emma Neveu, Annie Vitek
A Pedra da Serpente;75 min;NA;Drama, Fantasy, Sci-Fi;NA;Fernando Sanches;Fabio Acorsi, Renata Amaral, Claudia Campolina, Antoniela Canto
Adventures Beyond the Hemisphere;NA;NA;Adventure, Comedy;NA;Nick Peterson;Alex Hall, Thomas Black, Tom Norwood, Alien Virtual
Say;NA;NA;Horror;NA;Will Hue;Will Hue, Catherine O'Meara, Joshua Paled, Samantha Wendorf
Extreme Number;81 min;NA;Drama, History, War;NA;Irina Arms;Lidia Krebs, Jan Amazigh Sid
Der Film der nie gemacht wurde;102 min;NA;Drama;NA;Immanuel Degn;Merrell Molly, Cynthia Aguilar, Immanuel Degn, Wolfgang Hug
Strung Up;NA;NA;Horror;NA;Ahron Herbert;Hannah Torbitt, Andy Pilkington, Ahron Herbert, Amy Vinton
Falling Apart;NA;NA;Comedy, Horror;NA;Evani Gilds;Mounir Aboulasri, Jantine van den Bosch
Bliss;87 min;NA;Comedy, Drama;NA;Adam von Carr;Simon Hedrick, Jordan Knapp, Lindsey Taylor Mitchell, Mike Ransom
Da Dealership;NA;NA;Comedy;NA;Darius T. Smith;Levon Allen, R.J. Atkins, Kenan Baluken, Angela Banks
Tamizhananean.Ka;NA;NA;Action;NA;Sathish Ramakrishnan;Sathish Ramakrishnan, Vandana Varadarajan
Kilambitaangayaa Kilambitaangayaa;NA;NA;Comedy;NA;Razak;Bhagyaraj, Mansoor Ali Khan, Powerstar Srinivasan
Alenka v zemi zázraku;110 min;NA;Fantasy;NA;Otakáro Schmidt, Jana Studnicková;NA
The Branch Report;NA;NA;Thriller;NA;Bart Cameron;Erik Cram, Mandy Dollar, Dante Dumas, Cean Houston
Few and Far Between;NA;NA;Drama;NA;Gabriel Manwaring;Jeremiah Benjamin, Rudy Jurado, C.J. Reese
Jhing premachi;NA;NA;Drama;NA;Shahid Khan;Sandesh Gour, Deepjyoti Naik, Sheetal Tiwari, Ganesh Yadav
Triangles and Terrible Times;60 min;NA;Sci-Fi;NA;Timothy Sheard;Jonathan E. Moore, Timothy Sheard, Sasha Kiriyak, Thomas Santos
4 Feet: Blind Date;19 min;NA;Comedy, Romance;NA;Maria Belen Poncio, Gonzalo Sierra, Damián Turkieh;Delfina Diaz Gavier, Cristobal Lopez Baena
Wahana Rumah Hantu;115 min;NA;Adventure, Horror;NA;Anto Lupus;Renald Ramadhan, Adzwa Aurelline, Nadira Sungkar, Dizet Atshilla
6th Man;NA;NA;Thriller;NA;NA;NA
Epilogue;71 min;NA;Drama;NA;Aaron Bartuska;Michael Andrusiewicz, Micayla Reynolds
